vehicle_id,vin_code,registration_id,vehicle_make,vehicle_model,vehicle_variant,vehicle_valuation,vehicle_age,vehicle_mfg_year,vehicle_reg_date,rto_details,vehicle_body_type,vehicle_engine_fuel_type,vehicle_engine_capacity,safety_flag_driver_airbag,safety_flag_passenger_airbag,safety_flag_side_airbag,safety_flag_abs,security_features_flag,kilometers_driven,usage_type,prev_damage_desc,modification_desc,vehicle_transfer_date
VEH-11203,ZJW84Y00W910056320,UP50A6445,MARUTI,ERTIGA,1.5 VXI CNG,729762.47,8,2017,2017-04-23,Ka-MYS,MUV,CNG,1462,0,0,0,1,0,24149,Private,,,
VEH-11204,ARO78W75H526681758,DL36D9102,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.8 GX AT 7 STR,1690711.35,6,2019,2019-07-02,We-KOL,MUV,Diesel,2755,1,1,1,1,1,36016,Private,,,
VEH-11205,JXL75D92R424971156,GJ89B2331,MARUTI,DZIRE,VXI,588073.51,6,2019,2019-04-11,Ma-NAG,Sedan,Petrol,1197,1,0,0,1,1,74170,Private,Dent on door,,
VEH-11206,XKD10J23S307398990,DL09B2218,MARUTI,WAGON R,1.0 LXI CNG,650000.0,0,2025,2025-03-23,Ma-MUM,Hatchback,CNG,998,0,0,0,1,1,55485,Private,Dent on door,,
VEH-11207,XNS37U07F613899840,GJ01D3277,MARUTI,VITARA BREZZA,ZDI PLUS,648432.11,12,2013,2013-06-28,Ka-MYS,SUV,Diesel,1248,1,0,0,1,1,31879,Private,Dent on door,Alloy wheels,
VEH-11208,IMH19U72E294272992,WB67C4856,MARUTI,ERTIGA,1.5 VXI CNG,625680.1,11,2014,2014-10-19,Ta-COI,MUV,CNG,1462,0,0,0,1,0,18636,Private,,,
VEH-11209,PJX92Z37Z791026626,KA41C7586,MARUTI,VITARA BREZZA,ZDI PLUS,682560.11,11,2014,2014-03-17,Ka-MYS,SUV,Diesel,1248,0,1,0,1,1,4303,Private,,Body kit,
VEH-11210,BWH18O85A365754685,MH12D5583,MARUTI,SWIFT DZIRE,VDI,692330.31,4,2021,2021-08-22,We-KOL,Sedan,Diesel,1248,1,1,0,1,0,19044,Private,Dent on door,Body kit,
VEH-11211,AAA96G39L572520022,WB86B1368,HYUNDAI,VENUE,1.2 S PETROL,728768.75,3,2022,2022-04-13,Ma-NAG,SUV,Petrol,1197,0,1,0,1,0,44750,Private,Minor scratches,,
VEH-11212,YSO85C16L090829115,UP31D7515,HONDA,CITY,1.5 V MT,1406000.0,1,2024,2024-09-16,Ma-PUN,Sedan,Petrol,1498,0,1,1,0,0,142199,Private,,,
VEH-11213,BFY38F51T739395717,KA24B2762,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,640000.0,0,2025,2025-07-01,Ta-CHE,Hatchback,Petrol,1197,1,1,0,1,0,5510,Private,,Body kit,
VEH-11214,HMD83X60E673711387,WB63B7710,MARUTI,VITARA BREZZA,VDI,486455.79,15,2010,2010-02-21,Ma-PUN,SUV,Diesel,1248,0,0,1,0,0,32935,Private,Dent on door,,
VEH-11215,KOX06W92E073792046,RJ29A9860,HONDA,AMAZE,1.2 VXMT i-VTEC,586762.2,10,2015,2015-03-20,Ka-MYS,Sedan,Petrol,1199,0,0,0,1,1,96830,Private,,Alloy wheels,
VEH-11216,WEW93W15H684429561,TN73C1151,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,345830.46,12,2013,2013-06-10,We-HOW,Hatchback,Petrol,1197,0,0,0,1,1,64017,Private,,Body kit,
VEH-11217,UNK20D18V158436908,RJ22A9807,MARUTI,WAGON R,1.0 LXI CNG,650000.0,0,2025,2025-04-03,Ta-COI,Hatchback,CNG,998,0,1,0,1,0,57747,Private,,,
VEH-11218,VMN33D80J109226132,TN33A7262,HONDA,AMAZE,1.2 SMT i-VTEC,488836.11,7,2018,2018-06-26,Ta-CHE,Sedan,Petrol,1199,0,1,0,1,0,28090,Private,,,2020-11-04
VEH-11219,EYH12T59M159739054,GJ33A2091,MARUTI,ALTO 800,LXI,265368.17,8,2017,2017-04-04,Ta-COI,Hatchback,Petrol,796,1,1,0,1,1,126991,Private,Minor scratches,Body kit,
VEH-11220,FVC12I42D101982570,TN90D1614,MARUTI,ERTIGA,1.5 VXI CNG,851159.03,5,2020,2020-01-27,De-NOI,MUV,CNG,1462,0,1,0,1,1,52203,Private,Minor scratches,Alloy wheels,2021-09-29
VEH-11221,NZZ26A45Y725796947,DL67B6830,MARUTI,SWIFT,VXI,631750.0,2,2023,2023-01-14,We-HOW,Hatchback,Petrol,1197,1,1,0,0,1,133151,Private,,Alloy wheels,
VEH-11222,ZVA57Z29X989767956,WB03A6359,HONDA,AMAZE,1.2 VXMT i-VTEC,650152.02,8,2017,2017-09-07,Ma-MUM,Sedan,Petrol,1199,1,0,0,1,0,88665,Commercial,Minor scratches,,
VEH-11223,STJ59K81A776306325,WB99A7175,MARUTI,ERTIGA,1.5 VXI CNG,768171.03,7,2018,2018-01-06,Ka-BAN,MUV,CNG,1462,0,0,0,0,0,141010,Private,,,
VEH-11224,KAQ49Q10K075558084,WB62B2555,MARUTI,ALTO 800,LXI,279334.92,7,2018,2018-01-08,Ma-MUM,Hatchback,Petrol,796,0,1,0,0,1,136461,Private,,,2019-11-26
VEH-11225,BML28A23B853516155,MH96C8134,MARUTI,VITARA BREZZA,VXI,463291.23,15,2010,2010-09-17,We-HOW,SUV,Petrol,1462,1,1,0,0,1,75074,Private,Minor scratches,,
VEH-11226,VEI58M74F309502608,MH60D9752,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,640000.0,0,2025,2025-03-26,We-KOL,Hatchback,Petrol,1197,1,0,0,1,1,83126,Private,,,
VEH-11227,WYM36W51H710897477,KA09B2965,MARUTI,SWIFT,1.2 VXi BS IV,351234.06,12,2013,2013-10-24,We-HOW,Hatchback,Petrol,1197,1,1,0,1,1,148050,Private,Dent on door,,2015-05-12
VEH-11228,KOH05G93V366529685,MH18B2382,MARUTI,WAGON R,1.0 LXI CNG,316988.74,14,2011,2011-09-05,Ka-BAN,Hatchback,CNG,998,0,0,0,0,1,77150,Private,,Alloy wheels,
VEH-11229,XNL59E82C179408307,WB57B8240,HYUNDAI,CRETA,1.5 E DIESEL,699624.11,11,2014,2014-05-20,De-NEW,SUV,Diesel,1493,0,0,0,1,1,15067,Private,,,
VEH-11230,GWG74U11M496331561,KA63B2587,HONDA,AMAZE,1.2 SMT i-VTEC,570154.37,4,2021,2021-03-10,Ka-MYS,Sedan,Petrol,1199,0,0,1,1,1,124492,Private,Dent on door,Body kit,
VEH-11231,RVU15M85Y846351458,WB49B9570,MAHINDRA,SCORPIO,S11 2WD 7STR,1543275.0,3,2022,2022-02-16,De-NOI,SUV,Diesel,2184,1,1,1,0,1,94483,Private,Minor scratches,,
VEH-11232,WNA89Q97Z232096951,DL45C9246,HONDA,AMAZE,1.5 SMT i-DTEC,850000.0,0,2025,2025-02-21,Ma-NAG,Sedan,Diesel,1498,0,1,0,1,1,54054,Private,,Body kit,2026-11-25
VEH-11233,QAQ80Y06Q001378246,GJ68C2203,MARUTI,ERTIGA,1.5 VXI CNG,1045000.0,1,2024,2024-03-15,Ma-PUN,MUV,CNG,1462,0,0,0,1,0,98479,Private,,Alloy wheels,
VEH-11234,TZT96V69O379309557,MH74C1230,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.8 GX AT 7 STR,1449573.64,9,2016,2016-07-05,Ma-MUM,MUV,Diesel,2755,1,1,0,0,1,3509,Private,Dent on door,Body kit,
VEH-11235,YWP62S89Q889897764,DL37B9752,MARUTI,SWIFT,1.2 VXi BS IV,351234.06,12,2013,2013-11-02,Ka-BAN,Hatchback,Petrol,1197,0,1,0,1,1,91774,Private,Minor scratches,Alloy wheels,
VEH-11236,QLG24L36O635082057,WB53D8793,MARUTI,SWIFT,1.2 VXi BS IV,557293.75,3,2022,2022-04-15,Ta-CHE,Hatchback,Petrol,1197,1,0,0,1,1,75094,Private,,Alloy wheels,
VEH-11237,CZA27O31M303548491,MH93A5009,MARUTI,ERTIGA,1.5 VXI CNG,992750.0,2,2023,2023-07-24,De-GUR,MUV,CNG,1462,1,1,0,1,1,36730,Private,,Alloy wheels,
VEH-11238,XZG01Q73O555333691,RJ22A2920,HYUNDAI,VENUE,1.2 S PETROL,393797.55,15,2010,2010-01-21,De-NEW,SUV,Petrol,1197,1,0,0,1,0,119403,Private,,,
VEH-11239,URE77G26U168436983,UP12D5767,MARUTI,BALENO HATCHBACK,Delta 1.2,722000.0,2,2023,2023-12-28,Ta-COI,Hatchback,Petrol,1197,1,0,0,1,0,32805,Commercial,Dent on door,Body kit,
VEH-11240,PRC27X36H828051759,UP24B5835,MARUTI,BALENO HATCHBACK,Zeta 1.2,538863.25,10,2015,2015-12-12,Ta-MAD,Hatchback,Petrol,1197,0,0,0,1,0,54189,Private,,Body kit,
VEH-11241,OPC01C61O546518172,WB35A4876,MARUTI,DZIRE,VXI,478989.55,10,2015,2015-08-11,Ta-COI,Sedan,Petrol,1197,0,0,1,0,1,100476,Private,Dent on door,,
VEH-11242,RQY18Y67E700694443,WB02B6326,MARUTI,SWIFT,VXI,514564.32,6,2019,2019-02-16,Ta-CHE,Hatchback,Petrol,1197,1,0,0,1,0,2135,Private,,,
VEH-11243,HMY80O79R047822166,GJ55B5354,MAHINDRA,SCORPIO,S11 2WD 7STR,1466111.25,4,2021,2021-09-20,Ta-MAD,SUV,Diesel,2184,1,1,0,1,0,100905,Private,Minor scratches,,
VEH-11244,PTV14R16Q904144423,WB91B8535,MARUTI,SWIFT,VXI,378252.06,12,2013,2013-05-18,Ma-NAG,Hatchback,Petrol,1197,0,1,0,1,1,76781,Private,,Body kit,
VEH-11245,DIT48C91Z644276249,GJ47A4350,MARUTI,ERTIGA,1.5 VXI CNG,693274.35,9,2016,2016-07-14,Ta-COI,MUV,CNG,1462,0,0,0,1,0,135443,Private,Dent on door,Body kit,
VEH-11246,FKZ78Y97L821223763,MH57C3795,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.4 ZX MT 7 STR,1386548.7,9,2016,2016-09-02,We-HOW,MUV,Diesel,2393,1,0,0,1,0,76932,Commercial,Dent on door,,
VEH-11247,VSO42R28F726858198,WB42A5730,MARUTI,ALTO,K10 VXI,496375.0,2,2023,2023-10-05,Ka-BAN,Hatchback,Petrol,998,0,1,0,0,1,2475,Private,,,
VEH-11248,KIV52O49V853729661,DL56B2719,MARUTI,WAGON R,1.0 VXI,378149.65,9,2016,2016-08-11,We-HOW,Hatchback,Petrol,998,0,0,0,1,0,9922,Private,,Alloy wheels,
VEH-11249,RTQ62C97B285481962,KA53B4805,MARUTI,ERTIGA,1.5 VXI CNG,729762.47,8,2017,2017-03-10,Ta-COI,MUV,CNG,1462,0,0,0,1,1,75436,Commercial,,,2019-08-01
VEH-11250,QSV19R94Q643333401,WB04B6391,MARUTI,VITARA BREZZA,ZDI PLUS,796104.52,8,2017,2017-02-10,Ma-PUN,SUV,Diesel,1248,1,0,1,1,0,32555,Commercial,,,
VEH-11251,WZE03Y14W348612480,GJ90B7587,MARUTI,BALENO HATCHBACK,Zeta 1.2,733055.62,4,2021,2021-12-08,De-NEW,Hatchback,Petrol,1197,0,0,0,1,1,67071,Private,Minor scratches,Alloy wheels,
VEH-11252,FQQ38S60M530506572,KA81C9004,MARUTI,SWIFT,VXI,324303.86,15,2010,2010-06-28,Ma-MUM,Hatchback,Petrol,1197,0,1,1,1,1,26016,Private,,Alloy wheels,
VEH-11253,VXF53R94Y536732126,DL49D3453,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.8 Z 7 STR,1934452.34,5,2020,2020-12-07,Ka-MYS,MUV,Diesel,2755,0,0,0,1,0,106718,Private,,Alloy wheels,
VEH-11254,TBE53P01J553784659,KA08C8494,MAHINDRA,SCORPIO,S5 2WD 7STR,731512.47,14,2011,2011-11-24,Ma-MUM,SUV,Diesel,2184,1,1,0,1,0,52142,Private,,Body kit,
VEH-11255,OLY39K10Y922548587,UP47B5639,MARUTI,BALENO HATCHBACK,Delta 1.2,619024.75,5,2020,2020-05-07,Ka-MYS,Hatchback,Petrol,1197,1,1,0,1,1,116806,Private,,,
VEH-11256,KRN23F83Q974066833,DL19A2057,MARUTI,BALENO HATCHBACK,Delta 1.2,455040.07,11,2014,2014-11-17,Ma-PUN,Hatchback,Petrol,1197,1,0,0,1,0,63747,Private,,Alloy wheels,
VEH-11257,XYE12G33L232839932,UP57D9329,MARUTI,ERTIGA,1.5 VXI CNG,895956.87,4,2021,2021-05-09,Ma-PUN,MUV,CNG,1462,1,1,0,1,1,128865,Private,Minor scratches,,
VEH-11258,JOE52Q73F138911976,TN10C4718,HONDA,AMAZE,1.5 SMT i-DTEC,807500.0,1,2024,2024-09-15,De-NEW,Sedan,Diesel,1498,1,0,0,1,0,21739,Private,,Alloy wheels,
VEH-11259,YBX40H24F069009069,TN19B6937,MARUTI,ALTO 800,LXI,361000.0,2,2023,2023-07-04,De-GUR,Hatchback,Petrol,796,1,0,0,1,0,56522,Private,Dent on door,,
VEH-11260,ORS02A03J295003340,MH30D8668,MARUTI,DZIRE,VXI,800000.0,0,2025,2025-01-10,Ka-BAN,Sedan,Petrol,1197,1,1,0,0,1,1040,Private,,Body kit,
VEH-11261,UGB75K79E961028117,UP20A7216,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.8 ZX AT 7 STR,1815676.97,7,2018,2018-04-06,De-NEW,MUV,Diesel,2755,1,1,0,1,1,3260,Private,,Alloy wheels,
VEH-11262,WRE00S37A750054601,MH37A7613,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,521284.0,4,2021,2021-01-19,Ka-MYS,Hatchback,Petrol,1197,0,1,0,1,0,108087,Private,,Body kit,
VEH-11263,WPL56X71T073426853,DL13C6670,HYUNDAI,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,378252.06,12,2013,2013-12-07,Ma-MUM,Hatchback,Petrol,1197,1,0,0,0,1,95028,Private,,Body kit,
VEH-11264,WBH62W72I975744007,WB30C3648,MARUTI,VITARA BREZZA,VDI,567378.09,12,2013,2013-08-06,Ta-CHE,SUV,Diesel,1248,1,1,0,0,0,5652,Private,Minor scratches,,
VEH-11265,GEN15U63E741951560,GJ04D6974,HONDA,AMAZE,1.2 VXMT i-VTEC,454025.41,15,2010,2010-04-03,Ka-MYS,Sedan,Petrol,1199,1,0,0,1,0,139528,Private,Minor scratches,,2012-12-21
VEH-11266,NME15V04L940265737,RJ45B5187,MARUTI,SWIFT,1.2 VXi BS IV,453919.24,7,2018,2018-03-15,Ma-MUM,Hatchback,Petrol,1197,1,0,1,0,1,61856,Commercial,Minor scratches,Alloy wheels,
VEH-11267,HKG16G61O083310084,DL73A7882,MARUTI,SWIFT,VDI (DIESEL),410673.67,13,2012,2012-04-15,De-NEW,Hatchback,Diesel,1248,0,1,0,0,0,24257,Private,Dent on door,,
VEH-11268,CMY53H98P294655724,DL08C9914,MARUTI,BALENO HATCHBACK,Delta 1.2,651605.0,4,2021,2021-01-21,We-HOW,Hatchback,Petrol,1197,0,1,0,1,1,144123,Private,,,
VEH-11269,LIH51V90M815292170,GJ42B3021,MARUTI,BALENO HATCHBACK,Zeta 1.2,486324.08,12,2013,2013-02-03,Ka-MYS,Hatchback,Petrol,1197,0,0,0,1,1,147139,Private,,,
VEH-11270,KOU76O64E604420597,WB30A3125,MARUTI,SWIFT,VXI,464394.3,8,2017,2017-09-22,Ma-PUN,Hatchback,Petrol,1197,0,0,1,1,1,89579,Private,Minor scratches,Alloy wheels,
VEH-11271,KNK45Q76Y749275524,WB67C9920,HYUNDAI,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,700000.0,0,2025,2025-10-04,Ta-MAD,Hatchback,Petrol,1197,0,1,0,1,1,53359,Private,Dent on door,Body kit,
VEH-11272,LAQ36E10B506582975,GJ68B6895,HYUNDAI,VENUE,1.2 S PETROL,767125.0,2,2023,2023-09-05,De-GUR,SUV,Petrol,1197,1,1,0,1,0,11119,Private,Minor scratches,,2026-06-01
VEH-11273,GHV43U92K644913540,WB78C1224,MARUTI,SWIFT,VXI,600162.5,3,2022,2022-03-13,Ma-MUM,Hatchback,Petrol,1197,0,0,0,1,1,135716,Private,,,2024-01-10
VEH-11274,EGN75E80Z532883423,GJ70D1015,MARUTI,WAGON R,1.0 LXI CNG,351234.06,12,2013,2013-07-12,Ma-MUM,Hatchback,CNG,998,0,0,0,1,1,136326,Private,Dent on door,,2016-03-07
VEH-11275,OHI70L83P562323142,TN18A7422,HONDA,AMAZE,VX PETROL,650152.02,8,2017,2017-04-23,Ka-BAN,Sedan,Petrol,1199,1,0,0,1,1,84996,Private,Minor scratches,Alloy wheels,
VEH-11276,JTW04I41J382588538,WB58A9451,MARUTI,DZIRE,VXI,478989.55,10,2015,2015-10-05,Ka-BAN,Sedan,Petrol,1197,0,0,1,1,1,113266,Private,,Body kit,
VEH-11277,BES78S64S519258843,DL15B9295,MARUTI,WAGON R,1.0 VXI,419002.38,7,2018,2018-04-25,Ma-NAG,Hatchback,Petrol,998,0,0,0,1,0,10126,Private,,Body kit,
VEH-11278,RET03H24D293569690,TN89B4160,MARUTI,ALTO,K10 VXI,425579.52,5,2020,2020-05-27,De-NEW,Hatchback,Petrol,998,1,0,1,1,1,15970,Commercial,Dent on door,,2022-05-24
VEH-11279,PKS07L52J309536962,DL70A2869,MARUTI,BALENO HATCHBACK,Delta 1.2,504199.53,9,2016,2016-09-14,We-KOL,Hatchback,Petrol,1197,0,1,1,0,1,137335,Private,,Body kit,
VEH-11280,AEP90D58I432903157,GJ21D5659,MARUTI,BALENO HATCHBACK,Delta 1.2,558669.84,7,2018,2018-04-06,Ma-PUN,Hatchback,Petrol,1197,0,1,0,0,0,40647,Private,Dent on door,,
VEH-11281,LDK54E63N153230968,RJ39D6529,MARUTI,SWIFT,VDI (DIESEL),478989.55,10,2015,2015-01-28,We-HOW,Hatchback,Diesel,1248,0,1,0,1,1,79753,Private,,,
VEH-11282,WKD98D61M572700858,MH63D1467,MARUTI,SWIFT,VXI,324303.86,15,2010,2010-02-11,Ma-MUM,Hatchback,Petrol,1197,0,0,1,1,0,109461,Commercial,,,2012-06-25
VEH-11283,OFS16A04K199876238,KA02C7639,HYUNDAI,CRETA,1.5 E DIESEL,736446.44,10,2015,2015-08-07,De-GUR,SUV,Diesel,1493,1,0,0,0,1,70181,Private,Dent on door,,
VEH-11284,AJV47A27W311044485,DL96D6980,HONDA,AMAZE,1.2 SMT i-VTEC,341372.49,14,2011,2011-09-11,Ma-PUN,Sedan,Petrol,1199,0,0,1,1,0,117532,Private,Minor scratches,Body kit,
VEH-11285,AAV99F71L346332536,TN43A2774,MARUTI,VITARA BREZZA,VDI,997500.0,1,2024,2024-04-23,De-GUR,SUV,Diesel,1248,0,1,1,1,0,132809,Private,Minor scratches,,
VEH-11286,YRC55F38U447816820,GJ28C7539,MARUTI,WAGON R,1.0 VXI,292604.99,14,2011,2011-08-07,Ta-COI,Hatchback,Petrol,998,0,0,1,1,0,26109,Private,,,
VEH-11287,IIH54K76L056157115,UP51D3653,MARUTI,DZIRE,VXI,760000.0,1,2024,2024-09-12,We-KOL,Sedan,Petrol,1197,1,0,0,1,0,50292,Private,,,
VEH-11288,NUG41P08W756408925,WB17D6728,MARUTI,VITARA BREZZA,ZDI PLUS,648432.11,12,2013,2013-04-14,Ma-MUM,SUV,Diesel,1248,1,1,0,0,0,95086,Private,,,
VEH-11289,NYM70E01U500749897,KA84A7381,HYUNDAI,CRETA,1.4 E Plus,778358.02,10,2015,2015-12-27,De-GUR,SUV,Diesel,1582,1,0,0,0,0,127255,Private,,,
VEH-11290,EOY31E39D324757425,MH24A8509,HONDA,AMAZE,VX PETROL,650152.02,8,2017,2017-07-25,Ma-NAG,Sedan,Petrol,1199,0,1,0,0,1,148325,Private,,Body kit,
VEH-11291,DYQ95N44W054006966,WB20B6415,HONDA,AMAZE,1.2 SMT i-VTEC,514564.32,6,2019,2019-05-04,We-KOL,Sedan,Petrol,1199,0,0,0,0,0,68917,Private,,Body kit,
VEH-11292,KDU42J05B652656676,MH45D5771,MARUTI,SWIFT,VXI,600162.5,3,2022,2022-01-14,Ma-NAG,Hatchback,Petrol,1197,0,1,1,1,0,52958,Private,,Body kit,
VEH-11293,UYJ84G34A963736566,GJ83C2224,MARUTI,SWIFT,VDI (DIESEL),455040.07,11,2014,2014-12-21,We-KOL,Hatchback,Diesel,1248,0,0,0,1,1,73278,Private,Dent on door,Alloy wheels,2017-04-08
VEH-11294,MZA96W29X846884541,KA07A3154,HYUNDAI,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,514564.32,6,2019,2019-07-04,De-NOI,Hatchback,Petrol,1197,0,0,0,1,1,49216,Private,Dent on door,,
VEH-11295,YUJ44D67R446929880,KA54D8548,HYUNDAI,CRETA,1.5 E DIESEL,569848.21,15,2010,2010-05-20,De-NEW,SUV,Diesel,1493,1,1,1,0,1,33282,Private,Dent on door,,
VEH-11296,GKB97O50C527377954,DL18C4420,MARUTI,WAGON R,1.0 LXI CNG,301139.3,15,2010,2010-07-23,De-NEW,Hatchback,CNG,998,0,1,0,1,0,65971,Private,Minor scratches,Alloy wheels,2011-11-07
VEH-11297,GMM77Z49T036170067,KA69C5868,HYUNDAI,CRETA,1.5 E DIESEL,599840.22,14,2011,2011-03-10,Ma-PUN,SUV,Diesel,1493,0,1,0,1,0,121187,Private,,Body kit,
VEH-11298,ATP95Q55J275953849,MH39A9997,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,495219.8,5,2020,2020-12-16,Ka-BAN,Hatchback,Petrol,1197,1,1,0,1,1,91908,Private,,Body kit,
VEH-11299,RMF21O67E539478650,WB09B8738,MARUTI,DZIRE,VXI,455040.07,11,2014,2014-05-10,We-HOW,Sedan,Petrol,1197,1,0,0,1,0,131507,Private,Minor scratches,,
VEH-11300,UWQ58L63H365111948,TN49A8182,MARUTI,ALTO 800,LXI,294036.76,6,2019,2019-04-16,De-NOI,Hatchback,Petrol,796,1,0,0,1,0,16774,Private,Minor scratches,Alloy wheels,
VEH-11301,ELI04S17L114837682,KA05C2499,MARUTI,BALENO HATCHBACK,Delta 1.2,390139.98,14,2011,2011-03-02,We-KOL,Hatchback,Petrol,1197,1,1,0,0,1,59273,Private,,Body kit,
VEH-11302,WNM72D09T593070414,UP09D1840,MARUTI,WAGON R,1.0 LXI CNG,351234.06,12,2013,2013-12-17,We-HOW,Hatchback,CNG,998,1,0,1,1,1,113705,Private,Dent on door,,
VEH-11303,PLI53O78Z926507606,GJ60D2516,MARUTI,SWIFT DZIRE,VDI,508926.4,10,2015,2015-05-03,De-GUR,Sedan,Diesel,1248,1,1,1,1,1,57267,Private,,Body kit,
VEH-11304,QQT72R82O241886078,UP27A4256,MARUTI,SWIFT,VXI,464394.3,8,2017,2017-10-07,Ma-MUM,Hatchback,Petrol,1197,1,1,0,1,0,33809,Private,Minor scratches,Alloy wheels,
VEH-11305,OVG02Y99A566859651,DL33B5653,HONDA,AMAZE,1.2 SMT i-VTEC,488836.11,7,2018,2018-01-19,Ma-PUN,Sedan,Petrol,1199,1,1,0,0,1,125991,Private,,,
VEH-11306,GBK92P09M199203065,TN71B5341,MARUTI,ALTO 800,LXI,239494.78,10,2015,2015-04-10,Ta-COI,Hatchback,Petrol,796,0,0,0,1,1,73999,Private,Dent on door,,
VEH-11307,QPC76U76Y716133089,UP86D2904,HYUNDAI,CRETA,1.4 E Plus,633977.47,14,2011,2011-06-24,We-HOW,SUV,Diesel,1582,1,1,0,1,0,145539,Private,Dent on door,,
VEH-11308,FJT52V08A376648513,RJ26A9965,MARUTI,SWIFT,1.2 VXi BS IV,409662.12,9,2016,2016-02-17,Ta-CHE,Hatchback,Petrol,1197,1,1,0,1,1,71028,Private,Dent on door,,
VEH-11309,YOA55W78E260832159,MH19C7897,HYUNDAI,CRETA,1.4 E Plus,778358.02,10,2015,2015-06-14,Ma-MUM,SUV,Diesel,1582,1,1,0,1,1,81117,Private,Dent on door,Alloy wheels,
VEH-11310,YJQ24T01K011396155,RJ38A4320,MARUTI,SWIFT,VDI (DIESEL),619024.75,5,2020,2020-09-02,Ma-PUN,Hatchback,Diesel,1248,0,1,1,1,1,95878,Private,,,
VEH-11311,IFQ83Y37H142810429,RJ95C1577,MARUTI,SWIFT,VDI (DIESEL),478989.55,10,2015,2015-01-06,Ma-NAG,Hatchback,Diesel,1248,0,0,0,1,1,124746,Private,Minor scratches,Body kit,
VEH-11312,CUC82I09Y771978484,GJ15C4858,HONDA,AMAZE,1.2 VXMT i-VTEC,617644.42,9,2016,2016-04-20,Ka-BAN,Sedan,Petrol,1199,1,1,1,0,0,95461,Private,,,
VEH-11313,YSH10R06R794122660,TN57D8926,MARUTI,ALTO 800,LXI,361000.0,2,2023,2023-06-25,De-GUR,Hatchback,Petrol,796,1,0,0,0,0,11329,Private,Minor scratches,Body kit,
VEH-11314,XRV89Y31C320696313,DL61B7713,MARUTI,SWIFT DZIRE,VDI,459306.07,12,2013,2013-02-14,De-NEW,Sedan,Diesel,1248,0,1,0,1,0,118366,Private,,Body kit,
VEH-11315,PSQ73U60D994709490,GJ75C5604,MARUTI,ALTO,K10 VXI,404300.54,6,2019,2019-07-23,Ma-PUN,Hatchback,Petrol,998,1,1,0,1,0,19526,Private,,,
VEH-11316,OWB72H37S826100348,GJ82B4436,MARUTI,ALTO 800,LXI,195069.99,14,2011,2011-10-28,We-KOL,Hatchback,Petrol,796,1,0,0,0,1,95538,Private,Minor scratches,Alloy wheels,2014-05-09
VEH-11317,XKV96R34C258217994,KA03C9101,MARUTI,ERTIGA,1.5 VXI CNG,658610.63,10,2015,2015-06-20,Ma-MUM,MUV,CNG,1462,1,1,0,1,1,91240,Private,,,
VEH-11318,BEB32F08D223203561,WB70D1609,HYUNDAI,CRETA,1.4 E Plus,819324.23,9,2016,2016-06-04,De-NOI,SUV,Diesel,1582,1,1,0,0,1,145102,Private,Minor scratches,,
VEH-11319,JNX35F80C286226472,GJ21D6276,MARUTI,SWIFT,1.2 VXi BS IV,557293.75,3,2022,2022-04-19,We-HOW,Hatchback,Petrol,1197,1,1,0,1,0,84359,Private,Minor scratches,Alloy wheels,
VEH-11320,FYM22V91U696447834,UP59C2868,MARUTI,ERTIGA,1.5 VXI CNG,895956.87,4,2021,2021-03-15,Ta-CHE,MUV,CNG,1462,1,0,0,1,0,111458,Private,Dent on door,Body kit,
VEH-11321,OAO88A98H424021587,RJ11C5081,HYUNDAI,CRETA,1.4 E Plus,778358.02,10,2015,2015-02-10,Ma-NAG,SUV,Diesel,1582,1,0,1,1,1,56055,Private,Dent on door,Alloy wheels,
VEH-11322,JGF98S07V362915055,WB71C7523,MARUTI,SWIFT,1.2 VXi BS IV,617500.0,1,2024,2024-11-16,We-KOL,Hatchback,Petrol,1197,0,1,0,1,0,112836,Private,Dent on door,Alloy wheels,2027-07-04
VEH-11323,QSZ86T59Y656129334,DL67C9028,MARUTI,SWIFT,1.2 VXi BS IV,316988.74,14,2011,2011-01-11,Ma-PUN,Hatchback,Petrol,1197,0,0,0,1,0,20838,Private,,Alloy wheels,2012-02-18
VEH-11324,EYX94O87W614285234,UP44A9922,MARUTI,ALTO 800,LXI,252099.76,9,2016,2016-09-11,Ka-MYS,Hatchback,Petrol,796,0,1,0,1,1,43739,Private,,,
VEH-11325,KIU82G69J891942888,WB67A1193,MARUTI,BALENO HATCHBACK,Zeta 1.2,771637.5,3,2022,2022-10-06,Ta-CHE,Hatchback,Petrol,1197,0,1,0,1,1,75492,Private,Minor scratches,Body kit,
