vehicle_id,vin_code,registration_id,vehicle_make,vehicle_model,vehicle_variant,vehicle_valuation,vehicle_age,vehicle_mfg_year,vehicle_reg_date,rto_details,vehicle_body_type,vehicle_engine_fuel_type,vehicle_engine_capacity,safety_flag_driver_airbag,safety_flag_passenger_airbag,safety_flag_side_airbag,safety_flag_abs,security_features_flag,kilometers_driven,usage_type,prev_damage_desc,modification_desc,vehicle_transfer_date
VEH-10794,GFL30Z50G587235902,KA48A3656,MARUTI,DZIRE,VXI,588073.51,6,2019,2019-03-20,Ka-BAN,Sedan,Petrol,1197,0,1,0,1,1,69805,Private,Dent on door,Body kit,
VEH-10795,PYD26Z73D023628127,RJ77B2785,MARUTI,SWIFT,VDI (DIESEL),370632.98,15,2010,2010-04-02,We-HOW,Hatchback,Diesel,1248,0,0,0,1,1,19927,Private,None,None,
VEH-10796,HIT80D14B131989726,TN86B9933,MARUTI,SWIFT,1.2 VXi BS IV,409662.12,9,2016,2016-07-22,Ma-MUM,Hatchback,Petrol,1197,0,1,0,1,0,46088,Private,Dent on door,Alloy wheels,
VEH-10797,NLP73L75P896149907,WB39D2929,MARUTI,DZIRE,VXI,651605.0,4,2021,2021-03-19,Ka-BAN,Sedan,Petrol,1197,0,1,1,0,1,87558,Private,Dent on door,Body kit,
VEH-10798,XEV59A18O957092151,DL62B8833,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,345830.46,12,2013,2013-01-13,We-HOW,Hatchback,Petrol,1197,0,1,0,0,0,44697,Private,None,Alloy wheels,
VEH-10799,VXR01V34Z676764849,RJ54B9355,MARUTI,BALENO HATCHBACK,Zeta 1.2,511920.08,11,2014,2014-06-24,Ta-CHE,Hatchback,Petrol,1197,0,0,0,0,0,7000,Private,Dent on door,,2016-05-05
VEH-10800,ZPQ63C81G472279954,UP77C5667,HONDA,AMAZE,1.2 SMT i-VTEC,419115.86,10,2015,2015-01-26,We-HOW,Sedan,Petrol,1199,1,0,1,1,1,54383,Private,,None,
VEH-10801,UVF78C98L446222972,WB44A3384,MARUTI,ALTO 800,LXI,279334.92,7,2018,2018-10-25,Ma-NAG,Hatchback,Petrol,796,0,1,0,1,0,112857,Private,Dent on door,,
VEH-10802,SNX92Q96U975558738,DL41A7080,MARUTI,DZIRE,VXI,558669.84,7,2018,2018-04-22,Ka-MYS,Sedan,Petrol,1197,1,1,0,0,1,42545,Private,None,Body kit,
VEH-10803,ONZ53S06Y960078576,MH32B4549,MARUTI,SWIFT DZIRE,VDI,563907.37,8,2017,2017-10-20,Ta-COI,Sedan,Diesel,1248,0,1,0,1,0,5561,Private,Dent on door,Body kit,
VEH-10804,RHJ81C08Q507064090,RJ26A7542,MARUTI,VITARA BREZZA,VDI,597240.1,11,2014,2014-05-21,Ta-MAD,SUV,Diesel,1248,0,0,1,1,0,23183,Private,Dent on door,None,
VEH-10805,CFZ59K76U100154620,WB95C3188,HYUNDAI,CRETA,1.4 E Plus,1005915.22,5,2020,2020-11-12,De-GUR,SUV,Diesel,1582,1,0,1,0,0,144413,Commercial,Dent on door,Alloy wheels,
VEH-10806,ITS48H02T152439929,MH81A7601,HYUNDAI,CRETA,1.5 E DIESEL,699624.11,11,2014,2014-01-17,Ta-CHE,SUV,Diesel,1493,1,0,0,0,0,95212,Private,,,2016-01-05
VEH-10807,RQK69H53J051387061,TN22C3185,MARUTI,VITARA BREZZA,VDI,696591.45,8,2017,2017-01-11,Ma-MUM,SUV,Diesel,1248,1,0,0,1,0,122642,Private,None,Alloy wheels,
VEH-10808,RQG34U31N790587545,KA77D7828,MAHINDRA,THAR,LX HARD TOP AT 4STR DIESEL,787595.09,15,2010,2010-04-13,Ma-NAG,SUV,Diesel,2184,0,1,0,1,1,57130,Private,None,Body kit,
VEH-10809,KYO13B89V643534839,KA14C7895,MARUTI,ERTIGA,1.5 VXI CNG,851159.03,5,2020,2020-12-09,Ta-MAD,MUV,CNG,1462,1,0,0,1,0,43224,Private,,Body kit,
VEH-10810,OQU24S97J667739720,GJ75A3222,MARUTI,SWIFT DZIRE,VDI,657713.8,5,2020,2020-02-10,Ka-MYS,Sedan,Diesel,1248,1,1,1,1,0,43307,Private,Minor scratches,Alloy wheels,
VEH-10811,UIV23H01X138816952,MH74C2924,MARUTI,BALENO HATCHBACK,Zeta 1.2,900000.0,0,2025,2025-04-22,We-HOW,Hatchback,Petrol,1197,1,0,0,1,0,147880,Private,None,Alloy wheels,
VEH-10812,QXV78D96L147865739,TN33D3848,MARUTI,SWIFT,VXI,665000.0,1,2024,2024-03-13,Ka-MYS,Hatchback,Petrol,1197,0,0,1,0,1,65474,Private,,Body kit,
VEH-10813,NMB49U32J315708665,UP92A4205,HYUNDAI,CRETA,1.5 E DIESEL,816007.13,8,2017,2017-02-23,Ma-PUN,SUV,Diesel,1493,0,0,0,1,1,85299,Private,Minor scratches,Alloy wheels,
VEH-10814,DOC89E20C826481283,WB12B2562,HYUNDAI,CRETA,1.4 E Plus,862446.56,8,2017,2017-09-23,Ka-BAN,SUV,Diesel,1582,1,0,0,1,1,31913,Private,,Body kit,
VEH-10815,XVF89N83S992230940,DL09D9081,HONDA,CITY,1.5 V MT,1145195.79,5,2020,2020-02-16,Ka-BAN,Sedan,Petrol,1498,0,1,0,0,1,16759,Private,Minor scratches,,
VEH-10816,NJZ16U51U430671841,UP79A2614,HONDA,AMAZE,VX PETROL,650152.02,8,2017,2017-08-21,De-NOI,Sedan,Petrol,1199,1,1,0,1,0,55613,Private,Dent on door,,
VEH-10817,KSV28M32Q418888838,DL85A7937,MARUTI,SWIFT,VXI,488836.11,7,2018,2018-05-15,Ma-MUM,Hatchback,Petrol,1197,0,0,1,1,0,121764,Private,,Body kit,
VEH-10818,AIK84I70D165160419,WB69B3746,HYUNDAI,CRETA,1.4 E Plus,907838.48,7,2018,2018-12-23,Ka-BAN,SUV,Diesel,1582,1,0,0,1,0,115498,Commercial,Dent on door,,2020-02-21
VEH-10819,JON88B25K540595316,MH17A2956,MARUTI,BALENO HATCHBACK,Zeta 1.2,855000.0,1,2024,2024-01-05,Ka-MYS,Hatchback,Petrol,1197,0,1,0,0,1,132687,Private,Dent on door,Body kit,2026-07-26
VEH-10820,PEU21O75N417250718,WB56A5164,MARUTI,BALENO HATCHBACK,Zeta 1.2,511920.08,11,2014,2014-04-05,Ma-MUM,Hatchback,Petrol,1197,0,0,0,1,0,44247,Private,,Alloy wheels,
VEH-10821,MPH29O04C595803941,GJ33C9169,HYUNDAI,CRETA,1.4 E Plus,1300000.0,0,2025,2025-05-28,Ma-NAG,SUV,Diesel,1582,1,1,0,1,0,146449,Private,Dent on door,,
VEH-10822,EWR79I76B706356831,DL45D7816,MARUTI,BALENO HATCHBACK,Zeta 1.2,438907.48,14,2011,2011-12-14,Ma-NAG,Hatchback,Petrol,1197,0,1,0,1,1,23460,Private,,,2014-06-24
VEH-10823,CBL36V63Z936591561,UP15D4641,MARUTI,BALENO HATCHBACK,Zeta 1.2,486324.08,12,2013,2013-12-23,Ma-MUM,Hatchback,Petrol,1197,0,1,0,0,1,76785,Private,,Body kit,
VEH-10824,JPD37L19H892904681,WB56C4955,MARUTI,ALTO 800,LXI,205336.83,13,2012,2012-05-21,We-HOW,Hatchback,Petrol,796,0,1,1,1,0,16466,Private,Dent on door,,2013-08-10
VEH-10825,EGF48G04V676389430,UP88C9928,MARUTI,DZIRE,VXI,651605.0,4,2021,2021-11-18,Ma-PUN,Sedan,Petrol,1197,0,0,0,1,0,67339,Private,None,,
VEH-10826,RKO84F35Y119739360,RJ21B2657,MARUTI,WAGON R,1.0 LXI CNG,502957.61,5,2020,2020-09-16,Ma-MUM,Hatchback,CNG,998,1,1,0,1,1,123425,Private,None,,
VEH-10827,BHG96P27L398469569,UP21B9103,MARUTI,ERTIGA,1.5 VXI CNG,943112.5,3,2022,2022-09-09,Ma-PUN,MUV,CNG,1462,1,1,0,1,1,68517,Private,Minor scratches,Body kit,2024-11-19
VEH-10828,LIS44D75T635402958,KA57A3828,MARUTI,WAGON R,1.0 LXI CNG,431223.28,8,2017,2017-02-09,De-NOI,Hatchback,CNG,998,1,0,0,1,1,113534,Private,None,Body kit,
VEH-10829,AZI97I26L363806204,TN59A4996,MARUTI,WAGON R,1.0 LXI CNG,557293.75,3,2022,2022-01-23,We-HOW,Hatchback,CNG,998,0,1,1,0,1,146642,Private,Minor scratches,Body kit,2024-03-22
VEH-10830,NYG61X85N582262333,KA94D6286,HONDA,CITY,1.5 V MT,1406000.0,1,2024,2024-09-25,Ta-CHE,Sedan,Petrol,1498,1,1,1,1,1,123165,Private,Dent on door,Alloy wheels,
VEH-10831,URL38D50E491613499,MH80B9096,HYUNDAI,VENUE,1.2 S PETROL,436340.77,13,2012,2012-06-27,We-HOW,SUV,Petrol,1197,1,1,1,0,0,104383,Private,Dent on door,Body kit,
VEH-10832,ZDQ12N29V972251193,TN43A9372,MAHINDRA,SCORPIO,S11 2WD 7STR,1077726.49,10,2015,2015-09-01,Ta-MAD,SUV,Diesel,2184,1,1,1,1,1,42064,Private,None,None,
VEH-10833,RMS02Z92P918229108,KA90A7674,MARUTI,WAGON R,1.0 LXI CNG,586625.0,2,2023,2023-11-19,Ta-MAD,Hatchback,CNG,998,1,1,1,1,1,122762,Private,Dent on door,Alloy wheels,
VEH-10834,THR95F64V163978749,GJ68C3147,MARUTI,ERTIGA,1.5 VXI CNG,768171.03,7,2018,2018-07-10,De-NEW,MUV,CNG,1462,0,1,1,1,1,132167,Private,Minor scratches,Alloy wheels,
VEH-10835,ZCY37K77C475061028,GJ43A5834,HONDA,AMAZE,1.2 SMT i-VTEC,441174.59,9,2016,2016-07-11,We-HOW,Sedan,Petrol,1199,1,0,0,1,1,85524,Private,None,Body kit,
VEH-10836,NDC04K33A059820918,TN28C6853,HYUNDAI,CRETA,1.4 E Plus,1114587.5,3,2022,2022-08-05,Ta-COI,SUV,Diesel,1582,1,1,0,1,1,69925,Private,Dent on door,Alloy wheels,
VEH-10837,PPQ77Q53H093275205,GJ58B2915,HYUNDAI,VENUE,1.2 S PETROL,459306.07,12,2013,2013-10-06,We-KOL,SUV,Petrol,1197,1,1,1,1,0,66755,Private,None,None,
VEH-10838,MVP74P55Q646692366,DL39B7757,MARUTI,DZIRE,VXI,370632.98,15,2010,2010-11-08,Ka-MYS,Sedan,Petrol,1197,0,1,0,1,0,135111,Private,None,Body kit,2013-02-16
VEH-10839,HKD44G69L519353498,KA66A1544,MARUTI,SWIFT,VXI,419115.86,10,2015,2015-09-05,Ka-BAN,Hatchback,Petrol,1197,1,1,0,1,0,94752,Private,None,None,
VEH-10840,AEP94Q92O824757969,UP27A3063,MARUTI,ERTIGA,1.5 VXI CNG,509620.35,15,2010,2010-04-01,Ma-NAG,MUV,CNG,1462,1,0,0,1,0,141904,Private,,Body kit,
VEH-10841,AFM74T80U103579536,GJ37C8537,MARUTI,SWIFT,1.2 VXi BS IV,431223.28,8,2017,2017-02-10,De-GUR,Hatchback,Petrol,1197,0,1,0,0,0,101636,Private,None,None,
VEH-10842,NGO16D04Z347565806,DL42A9219,HONDA,AMAZE,1.2 SMT i-VTEC,700000.0,0,2025,2025-10-17,Ka-MYS,Sedan,Petrol,1199,1,0,0,0,1,128201,Private,None,Alloy wheels,
VEH-10843,OCV24A20G118892937,RJ35D8723,HYUNDAI,CRETA,1.4 E Plus,602278.6,15,2010,2010-03-03,Ta-CHE,SUV,Diesel,1582,1,0,0,0,1,41078,Private,,Body kit,
VEH-10844,WGL98W36V719649441,WB79D6160,HYUNDAI,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,464394.3,8,2017,2017-06-22,Ma-MUM,Hatchback,Petrol,1197,1,1,0,1,0,110273,Private,,None,
VEH-10845,ULF29V34A442864926,GJ07C3365,MARUTI,ALTO 800,LXI,252099.76,9,2016,2016-10-12,We-HOW,Hatchback,Petrol,796,1,1,1,0,1,53821,Private,Minor scratches,Alloy wheels,
VEH-10846,RBL24B38U750785135,WB88D9155,MARUTI,VITARA BREZZA,VXI,568800.09,11,2014,2014-05-05,De-GUR,SUV,Petrol,1462,0,0,0,0,1,66542,Private,None,None,
VEH-10847,TQE56O68A615115680,DL70A2676,HYUNDAI,CRETA,1.4 E Plus,739440.12,11,2014,2014-02-28,We-KOL,SUV,Diesel,1582,1,0,0,1,0,88074,Private,Dent on door,None,
VEH-10848,PXS42U19X962367061,WB79A1880,MARUTI,BALENO HATCHBACK,Delta 1.2,760000.0,1,2024,2024-08-03,Ka-BAN,Hatchback,Petrol,1197,1,1,0,0,1,138510,Private,,,
VEH-10849,QQH18K46A536772380,RJ97D9317,MARUTI,ALTO,K10 VXI,471556.25,3,2022,2022-11-12,We-KOL,Hatchback,Petrol,998,1,1,0,0,1,23918,Private,,Alloy wheels,
VEH-10850,SFF40A20V263455542,GJ33C5130,MAHINDRA,SCORPIO,S5 2WD 7STR,1500000.0,0,2025,2025-11-23,Ma-MUM,SUV,Diesel,2184,0,0,0,0,1,19295,Private,Dent on door,Body kit,2027-07-12
VEH-10851,EHQ72H20F981607829,WB57A3476,MARUTI,BALENO HATCHBACK,Delta 1.2,455040.07,11,2014,2014-09-09,We-HOW,Hatchback,Petrol,1197,1,0,0,1,1,140374,Private,None,None,2017-02-22
VEH-10852,DAP30Q08B892449429,RJ14D2969,MARUTI,VITARA BREZZA,VDI,900243.75,3,2022,2022-08-08,Ta-MAD,SUV,Diesel,1248,0,0,0,1,1,9587,Private,Dent on door,Body kit,
VEH-10853,EAI34N65X960905948,WB96C2471,MARUTI,ALTO,K10 VXI,404300.54,6,2019,2019-11-21,We-KOL,Hatchback,Petrol,998,0,0,0,0,1,72256,Private,None,,2020-12-09
VEH-10854,EMB53L86V084315542,GJ38A4217,MARUTI,BALENO HATCHBACK,Delta 1.2,800000.0,0,2025,2025-09-23,We-KOL,Hatchback,Petrol,1197,1,1,0,1,0,47647,Private,Dent on door,Alloy wheels,
VEH-10855,QIE50X34O687755459,KA13B4602,MARUTI,DZIRE,VXI,432288.07,12,2013,2013-01-27,We-HOW,Sedan,Petrol,1197,0,0,0,1,1,137555,Private,Dent on door,,
VEH-10856,ARM73M48M084513116,UP86B4032,MARUTI,DZIRE,VXI,432288.07,12,2013,2013-12-18,Ta-COI,Sedan,Petrol,1197,0,0,0,1,0,88834,Private,None,None,
VEH-10857,OSM52E68M552554383,WB99C8390,MARUTI,SWIFT,VXI,541646.66,5,2020,2020-02-16,Ma-NAG,Hatchback,Petrol,1197,0,0,0,1,0,58805,Private,Dent on door,Body kit,
VEH-10858,QRI32I31M667655679,GJ74A3265,MARUTI,SWIFT,VXI,419115.86,10,2015,2015-01-01,De-NOI,Hatchback,Petrol,1197,1,0,1,1,0,148364,Private,Minor scratches,Body kit,
VEH-10859,LUQ80S03N050691919,KA09D3228,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.4 ZX MT 7 STR,1702318.06,5,2020,2020-03-13,Ka-MYS,MUV,Diesel,2393,0,0,1,1,0,103831,Private,Dent on door,None,
VEH-10860,TCU61E70P918283277,UP06C7107,MARUTI,WAGON R,1.0 VXI,378149.65,9,2016,2016-01-25,Ta-COI,Hatchback,Petrol,998,0,1,0,0,0,132062,Private,Minor scratches,,
VEH-10861,EGK02R27H913543455,TN62B9729,HONDA,AMAZE,1.2 VXMT i-VTEC,503075.24,13,2012,2012-08-17,Ta-CHE,Sedan,Petrol,1199,1,0,0,0,0,108220,Private,Dent on door,None,
VEH-10862,WFG55L48V174269515,TN39B4292,MARUTI,SWIFT,1.2 VXi BS IV,351234.06,12,2013,2013-10-11,Ma-MUM,Hatchback,Petrol,1197,0,1,1,0,0,13169,Private,,,
VEH-10863,VMY24P36T806449156,DL23C6848,MARUTI,SWIFT DZIRE,VDI,535712.0,9,2016,2016-09-16,Ta-MAD,Sedan,Diesel,1248,0,1,1,1,0,60704,Private,None,,
VEH-10864,KXJ91G30M346477224,GJ47B1208,MARUTI,ALTO 800,LXI,195069.99,14,2011,2011-05-24,Ma-NAG,Hatchback,Petrol,796,0,1,1,1,1,12737,Private,None,,
VEH-10865,LYI48E99N590438139,KA69C1927,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,495219.8,5,2020,2020-04-10,Ma-MUM,Hatchback,Petrol,1197,0,0,0,0,1,48506,Private,None,None,
VEH-10866,LIY56V34Q719139814,RJ25B3432,HONDA,AMAZE,1.2 VXMT i-VTEC,840227.5,3,2022,2022-09-16,Ta-COI,Sedan,Petrol,1199,1,1,0,1,0,14005,Private,Dent on door,,
VEH-10867,KUC16R89J592822588,UP99C9591,MARUTI,ALTO,K10 VXI,297198.05,12,2013,2013-02-25,We-KOL,Hatchback,Petrol,998,1,1,1,1,0,81174,Private,None,Body kit,2014-11-30
VEH-10868,OKD08T83V102288601,DL90C4331,MARUTI,SWIFT,VXI,324303.86,15,2010,2010-10-15,Ma-PUN,Hatchback,Petrol,1197,0,0,0,1,0,73647,Private,Dent on door,,2012-02-12
VEH-10869,UJA28I25B950944099,WB97D8180,MARUTI,ERTIGA,1.5 VXI CNG,943112.5,3,2022,2022-11-06,Ka-MYS,MUV,CNG,1462,1,1,1,1,1,32967,Private,Dent on door,None,
VEH-10870,MOF23A55K014738429,TN95C5193,MARUTI,ERTIGA,1.5 VXI CNG,536442.48,14,2011,2011-08-19,Ma-MUM,MUV,CNG,1462,0,0,0,1,0,83709,Private,None,,
VEH-10871,VPO11O47F508675780,KA32B5098,MARUTI,ALTO 800,LXI,400000.0,0,2025,2025-06-19,Ma-PUN,Hatchback,Petrol,796,0,1,0,1,0,106793,Private,,None,
VEH-10872,QCJ18F58I739586284,TN72A4734,MARUTI,BALENO HATCHBACK,Zeta 1.2,628503.57,7,2018,2018-11-20,Ta-COI,Hatchback,Petrol,1197,1,1,0,1,1,137875,Private,None,None,2020-12-12
VEH-10873,ABM38E37O061695603,WB91B1007,HONDA,CITY,1.5 V MT,981862.24,8,2017,2017-05-06,Ma-MUM,Sedan,Petrol,1498,0,1,1,1,0,31776,Private,Minor scratches,Alloy wheels,
VEH-10874,VMB13N54X205906383,MH11C4867,HYUNDAI,CRETA,1.5 E DIESEL,664642.91,12,2013,2013-12-18,Ta-CHE,SUV,Diesel,1493,0,0,0,1,0,51343,Private,Dent on door,Alloy wheels,
VEH-10875,WXU10K58R122271093,GJ76D4623,MARUTI,DZIRE,VXI,722000.0,2,2023,2023-07-14,De-NOI,Sedan,Petrol,1197,1,1,0,0,0,37419,Private,Dent on door,Alloy wheels,
VEH-10876,VJM13L72S083466552,UP37D4704,MARUTI,BALENO HATCHBACK,Delta 1.2,370632.98,15,2010,2010-05-15,We-HOW,Hatchback,Petrol,1197,1,1,0,1,1,16533,Private,None,,
VEH-10877,MFD58W55L936382820,UP46C2448,MAHINDRA,SCORPIO,S11 2WD 7STR,1134448.94,9,2016,2016-11-06,Ka-MYS,SUV,Diesel,2184,1,0,1,1,1,28056,Commercial,Minor scratches,,
VEH-10878,USQ04Z73O798547385,DL85D6496,MARUTI,ALTO,K10 VXI,268221.24,14,2011,2011-11-25,Ma-NAG,Hatchback,Petrol,998,1,0,0,1,0,65240,Private,None,None,
VEH-10879,VXD89N88E256901972,TN48B8490,MARUTI,VITARA BREZZA,ZDI PLUS,756299.29,9,2016,2016-09-13,Ma-NAG,SUV,Diesel,1248,0,1,1,1,0,29977,Private,Dent on door,Body kit,
VEH-10880,QBA07R00L896696789,UP16A8424,MAHINDRA,SCORPIO,S11 2WD 7STR,1392805.69,5,2020,2020-06-09,Ma-MUM,SUV,Diesel,2184,0,1,1,0,1,6409,Private,,Body kit,
VEH-10881,NVB88F24F945359410,TN33D1587,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.8 Z 7 STR,1283355.21,13,2012,2012-12-16,De-NOI,MUV,Diesel,2755,0,0,0,1,1,47790,Private,None,None,2014-06-03
VEH-10882,KJP22P52W666278600,RJ75C6974,MARUTI,SWIFT DZIRE,VDI,508926.4,10,2015,2015-12-09,De-NOI,Sedan,Diesel,1248,1,0,0,1,1,57955,Private,Minor scratches,None,
VEH-10883,TEW01B97I555284479,UP10D1220,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,521284.0,4,2021,2021-12-02,Ta-COI,Hatchback,Petrol,1197,0,1,0,0,1,29537,Private,None,None,2024-01-17
VEH-10884,WJO55B00R450169461,UP99D8495,MARUTI,ERTIGA,1.5 VXI CNG,1100000.0,0,2025,2025-09-24,We-HOW,MUV,CNG,1462,1,0,1,0,0,70551,Private,Minor scratches,Body kit,2027-04-26
VEH-10885,LSI31F74L295737993,WB01B5865,HONDA,CITY,1.5 V MT,1480000.0,0,2025,2025-01-22,Ma-MUM,Sedan,Petrol,1498,0,1,1,1,1,149582,Private,None,,
VEH-10886,ZAZ03N16N741718186,MH56C9755,MARUTI,ERTIGA,1.5 VXI CNG,729762.47,8,2017,2017-08-22,Ma-NAG,MUV,CNG,1462,0,1,0,0,1,61831,Private,Minor scratches,Alloy wheels,
VEH-10887,CIO66V02R520695225,KA61C9115,MARUTI,SWIFT,VDI (DIESEL),588073.51,6,2019,2019-03-14,We-KOL,Hatchback,Diesel,1248,0,0,0,0,0,145244,Private,None,None,
VEH-10888,MBZ31G61L702978166,RJ24A9300,MAHINDRA,SCORPIO,S11 2WD 7STR,1323165.4,6,2019,2019-03-10,De-NOI,SUV,Diesel,2184,1,1,0,1,0,55136,Private,Minor scratches,Alloy wheels,
VEH-10889,YNO25F29F905592166,WB61A8993,MARUTI,ERTIGA,1.5 VXI CNG,509620.35,15,2010,2010-04-06,Ka-BAN,MUV,CNG,1462,0,1,1,1,1,55294,Private,,,
VEH-10890,HTX58Q22Z061922535,TN60C5334,MARUTI,ALTO 800,LXI,227520.04,11,2014,2014-01-10,We-HOW,Hatchback,Petrol,796,0,1,0,1,0,32343,Private,None,Alloy wheels,2016-09-02
VEH-10891,GDE15K89P238638086,WB68D1046,HONDA,AMAZE,1.2 SMT i-VTEC,324303.86,15,2010,2010-06-02,Ka-BAN,Sedan,Petrol,1199,0,1,0,1,0,141997,Private,None,,
VEH-10892,SVG85V83S287996044,TN82C4373,HYUNDAI,CRETA,1.4 E Plus,955619.46,6,2019,2019-12-09,We-HOW,SUV,Diesel,1582,1,1,0,1,0,118164,Private,,None,2021-06-01
VEH-10893,BRA73T89S223883596,KA65A2976,MARUTI,SWIFT,VXI,514564.32,6,2019,2019-06-16,Ka-MYS,Hatchback,Petrol,1197,1,0,0,1,1,112570,Private,,Alloy wheels,
VEH-10894,YSS88Z45C061968360,KA36A2155,HONDA,AMAZE,1.2 SMT i-VTEC,631750.0,2,2023,2023-10-09,Ma-NAG,Sedan,Petrol,1199,1,0,0,0,0,72410,Commercial,None,Body kit,2025-05-28
VEH-10895,LNS60U99C136315956,WB76B6833,MARUTI,BALENO HATCHBACK,Delta 1.2,478989.55,10,2015,2015-12-26,Ta-MAD,Hatchback,Petrol,1197,0,1,0,1,0,89268,Private,None,Body kit,
VEH-10896,TKI43E34L913760273,DL59C8761,HONDA,CITY,1.5 V MT,1087936.0,6,2019,2019-11-21,Ta-COI,Sedan,Petrol,1498,0,1,0,0,0,36564,Private,Dent on door,Alloy wheels,
VEH-10897,CUK31S55I382090928,WB34C8311,MARUTI,SWIFT,VDI (DIESEL),558669.84,7,2018,2018-08-13,Ma-MUM,Hatchback,Diesel,1248,0,1,0,1,1,20127,Private,Minor scratches,Body kit,2020-10-21
VEH-10898,KIS19T82D992248580,TN05A4232,MARUTI,BALENO HATCHBACK,Delta 1.2,432288.07,12,2013,2013-01-16,We-HOW,Hatchback,Petrol,1197,1,0,0,0,0,51075,Private,None,None,
VEH-10899,IMK16U49G007262301,TN10A3627,HYUNDAI,CRETA,1.4 E Plus,1173250.0,2,2023,2023-09-02,We-KOL,SUV,Diesel,1582,0,0,0,1,0,137520,Private,None,None,
VEH-10900,ENQ61Y35B103684126,TN30D5491,MARUTI,BALENO HATCHBACK,Delta 1.2,619024.75,5,2020,2020-11-20,Ma-PUN,Hatchback,Petrol,1197,1,1,0,1,0,25560,Private,Dent on door,Body kit,
VEH-10901,HNK08Z36W840103654,KA77B8662,MARUTI,DZIRE,VXI,432288.07,12,2013,2013-08-25,Ta-CHE,Sedan,Petrol,1197,0,1,1,1,0,24239,Private,Minor scratches,Body kit,
VEH-10902,CSD69B61W088922626,MH64D3744,MARUTI,WAGON R,1.0 LXI CNG,409662.12,9,2016,2016-02-12,Ta-MAD,Hatchback,CNG,998,0,1,0,1,0,61617,Private,,Alloy wheels,
VEH-10903,TBI72S83Q717571712,TN84C5710,MARUTI,BALENO HATCHBACK,Zeta 1.2,538863.25,10,2015,2015-11-27,We-HOW,Hatchback,Petrol,1197,0,1,0,0,1,78722,Private,Dent on door,None,
VEH-10904,SVD38I44W132566079,UP24C3435,MARUTI,SWIFT,VXI,541646.66,5,2020,2020-06-20,Ma-NAG,Hatchback,Petrol,1197,0,0,1,1,0,9634,Private,None,None,2021-12-02
VEH-10905,ACR82A94H701695890,WB53A7239,MARUTI,DZIRE,VXI,410673.67,13,2012,2012-03-19,Ta-MAD,Sedan,Petrol,1197,1,1,0,0,0,136209,Private,Dent on door,,
VEH-10906,SET25C83O640681718,RJ64B4324,HONDA,AMAZE,1.2 VXMT i-VTEC,557424.09,11,2014,2014-02-06,Ta-COI,Sedan,Petrol,1199,1,1,0,1,0,135452,Private,None,None,
VEH-10907,CJC88N95S747543946,UP22B2151,MARUTI,SWIFT,VDI (DIESEL),504199.53,9,2016,2016-08-21,De-NEW,Hatchback,Diesel,1248,1,1,1,1,1,27222,Private,,Body kit,2017-10-18
VEH-10908,CMJ63U46N862516503,WB69B6574,MARUTI,SWIFT,VDI (DIESEL),410673.67,13,2012,2012-07-21,We-HOW,Hatchback,Diesel,1248,0,0,1,0,1,15456,Private,,,
VEH-10909,VYV09Z12M785635381,WB93D6530,MARUTI,SWIFT,VDI (DIESEL),619024.75,5,2020,2020-09-07,Ka-MYS,Hatchback,Diesel,1248,0,0,0,0,1,44304,Private,Dent on door,Alloy wheels,
VEH-10910,NPW13Y16D861508014,DL17C8115,MARUTI,SWIFT,VXI,464394.3,8,2017,2017-11-13,Ma-MUM,Hatchback,Petrol,1197,0,1,0,1,1,44330,Private,Dent on door,Body kit,2019-09-25
VEH-10911,AHN16C79O663691627,WB14B1268,MARUTI,SWIFT,1.2 VXi BS IV,557293.75,3,2022,2022-02-08,Ta-CHE,Hatchback,Petrol,1197,1,1,0,0,1,24500,Commercial,Minor scratches,,
VEH-10912,YNE37L57Z000151143,WB58B6618,MARUTI,WAGON R,1.0 VXI,341280.06,11,2014,2014-06-03,Ma-NAG,Hatchback,Petrol,998,0,1,0,0,1,15057,Private,Dent on door,,
VEH-10913,PMG57X53L241420202,UP18C7124,MARUTI,SWIFT,1.2 VXi BS IV,351234.06,12,2013,2013-10-01,Ka-BAN,Hatchback,Petrol,1197,0,0,0,1,1,142162,Private,Minor scratches,None,2015-02-17
VEH-10914,TQU90B85S671267503,GJ53B6471,MARUTI,ALTO 800,LXI,185316.49,15,2010,2010-03-08,De-GUR,Hatchback,Petrol,796,0,0,1,0,1,77817,Private,None,Body kit,
VEH-10915,XNY54B14P917195257,WB27C9546,MARUTI,DZIRE,VXI,370632.98,15,2010,2010-08-23,Ta-CHE,Sedan,Petrol,1197,0,0,0,1,1,31346,Private,Minor scratches,Body kit,
VEH-10916,ZPU19H10U390901306,MH57D7880,MARUTI,SWIFT,VXI,398160.06,11,2014,2014-07-01,Ta-COI,Hatchback,Petrol,1197,1,0,0,1,1,126098,Private,Minor scratches,None,
